date,municipio,confirmados_laboratorial,confirmados_clinico_epidemiologico,confirmados_teste_rapido,total_confirmados,aguardando_validacao_dos_municipios,porcentagem,populacao,coef_incidencia_100k_hab,qtd_dias_ultimo_caso
2020-07-01,FEIRA DE SANTANA,2915,4,370,3289,273,4.42,614872,534.91,0
2020-07-01,SERRINHA,138,3,127,268,4,0.36,80861,331.43,0
2020-07-01,ITABERABA,73,6,185,264,12,0.35,64489,409.37,0
2020-07-01,ARACI,72,0,152,224,16,0.30,54379,411.92,0
2020-07-01,VALENTE,79,0,138,217,0,0.29,28473,762.13,0
2020-07-01,CONCEICAO DO COITE,85,1,104,190,2,0.26,66612,285.23,0
2020-07-01,CONCEICAO DO JACUIPE,137,0,24,161,0,0.22,33153,485.63,6
2020-07-01,TEOFILANDIA,33,0,112,145,0,0.19,22518,643.93,0
2020-07-01,SANTA BARBARA,128,0,6,134,20,0.18,20791,644.51,0
2020-07-01,SAO GONCALO DOS CAMPOS,46,0,82,128,20,0.17,37550,340.88,0
2020-07-01,AMELIA RODRIGUES,68,0,24,92,4,0.12,25102,366.50,0
2020-07-01,RUY BARBOSA,19,0,68,87,8,0.12,30814,282.34,0
2020-07-01,PINTADAS,39,0,41,80,1,0.11,10437,766.50,1
2020-07-01,IPIRA,65,0,9,74,2,0.10,59595,124.17,0
2020-07-01,MONTE SANTO,34,0,37,71,2,0.10,49418,143.67,0
2020-07-01,SANTALUZ,21,0,48,69,5,0.09,37348,184.75,1
2020-07-01,RIACHAO DO JACUIPE,30,0,35,65,8,0.09,33436,194.40,0
2020-07-01,TERRA NOVA,53,1,11,65,2,0.09,13033,498.73,0
2020-07-01,RAFAEL JAMBEIRO,49,0,15,64,2,0.09,22621,282.92,0
2020-07-01,QUEIMADAS,40,0,18,58,2,0.08,25439,228.00,0
2020-07-01,RETIROLANDIA,23,0,33,56,0,0.08,14396,389.00,0
2020-07-01,NORDESTINA,11,0,44,55,0,0.07,13130,418.89,0
2020-07-01,CORACAO DE MARIA,30,2,22,54,0,0.07,22605,238.89,0
2020-07-01,IRAQUARA,4,0,45,49,24,0.07,25216,194.32,0
2020-07-01,ITAETE,0,0,47,47,1,0.06,16056,292.73,4
2020-07-01,SANTO ESTEVAO,23,0,20,43,1,0.06,52850,81.36,0
2020-07-01,IACU,27,0,15,42,1,0.06,24305,172.80,0
2020-07-01,CANSANCAO,18,1,18,37,17,0.05,34834,106.22,0
2020-07-01,BARROCAS,18,1,17,36,0,0.05,15978,225.31,1
2020-07-01,AGUA FRIA,25,4,2,31,0,0.04,16970,182.68,3
2020-07-01,TUCANO,12,0,18,30,5,0.04,50687,59.19,0
2020-07-01,TANQUINHO,13,0,16,29,7,0.04,7918,366.25,2
2020-07-01,EUCLIDES DA CUNHA,16,0,13,29,0,0.04,60585,47.87,0
2020-07-01,ANGUERA,28,0,0,28,0,0.04,11221,249.53,1
2020-07-01,IRARA,20,0,6,26,0,0.03,29034,89.55,1
2020-07-01,SANTANOPOLI S,23,0,1,24,0,0.03,8943,268.37,1
2020-07-01,SEABRA,10,0,14,24,0,0.03,44091,54.43,3
2020-07-01,PE DE SERRA,3,0,19,22,0,0.03,13578,162.03,0
2020-07-01,LAMARAO,9,3,10,22,1,0.03,8307,264.84,2
2020-07-01,SERRA PRETA,17,0,3,20,1,0.03,14878,134.43,3
2020-07-01,CANDEAL,15,0,3,18,0,0.02,8258,217.97,1
2020-07-01,QUIJINGUE,9,0,9,18,0,0.02,27580,65.26,4
2020-07-01,TEODORO SAMPAIO,9,0,6,15,2,0.02,7425,202.02,0
2020-07-01,CAPELA DO ALTO ALEGRE,13,0,1,14,0,0.02,11637,120.31,1
2020-07-01,ANTONIO CARDOSO,6,0,5,11,0,0.01,11683,94.15,1
2020-07-01,MUCUGE,3,3,5,11,0,0.01,9062,121.39,1
2020-07-01,MACAJUBA,9,0,0,9,0,0.01,11348,79.31,4
2020-07-01,IBITIARA,3,0,5,8,0,0.01,16339,48.96,14
2020-07-01,ANDARAI,4,0,4,8,0,0.01,13143,60.87,1
2020-07-01,PIATA,1,0,6,7,0,0.01,17123,40.88,17
2020-07-01,MARCIONILIO SOUZA,5,0,2,7,0,0.01,10406,67.27,20
2020-07-01,SAO DOMINGOS,5,0,1,6,0,0.01,9058,66.24,15
2020-07-01,IPECAETA,4,0,2,6,0,0.01,14487,41.42,0
2020-07-01,UTINGA,2,0,4,6,0,0.01,19178,31.29,0
2020-07-01,BOA VISTA DO TUPIM,4,0,2,6,0,0.01,18576,32.30,4
2020-07-01,ABAIRA,3,2,0,5,0,0.01,8739,57.21,3
2020-07-01,SOUTO SOARES,3,0,2,5,15,0.01,16979,29.45,0
2020-07-01,NOVA FATIMA,5,0,0,5,0,0.01,7812,64.00,24
2020-07-01,BONINAL,1,0,3,4,0,0.01,14368,27.84,4
2020-07-01,PALMEIRAS,1,0,2,3,1,0.00,9019,33.26,20
2020-07-01,NOVA REDENCAO,2,0,1,3,0,0.00,9118,32.90,4
2020-07-01,ICHU,2,0,0,2,0,0.00,6206,32.23,3
2020-07-01,BAIXA GRANDE,2,0,0,2,0,0.00,20468,9.77,4
2020-07-01,WAGNER,1,0,0,1,0,0.00,9345,10.70,1
2020-07-01,MUNDO NOVO,1,0,0,1,0,0.00,26776,3.73,8
2020-07-01,BIRITINGA,1,0,0,1,0,0.00,15979,6.26,17
2020-07-01,TOTAL,4568,31,2032,6631,459,9
2020-07-01,JACOBINA,27,1,82,110,0,0.15,80518,136.62,0
2020-07-01,CAPIM GROSSO,9,1,97,107,8,0.14,30662,348.97,0
2020-07-01,IRECE,20,2,82,104,16,0.14,72967,142.53,0
2020-07-01,JOAO DOURADO,5,0,89,94,8,0.13,25188,373.19,0
